year,Agency,grid,Latitude,Longitude,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total
2012,OH,990,41.455,-82.6433,4.1,23.7,23.7,1.2,5.1,,0,2976,7469,80,59,20175,30759
2014,OH,979,41.4802,-82.735,4.1,22.2,22.3,0.6,8.8,,0,7805,6,0,0,4044,11856
2010,OH,954,41.5333,-82.89,4,24.9,26.4,0.6,8.3,,0,0,0,47,70,4214,4331
2012,OH,954,41.5333,-82.8917,4,22.7,24,2.1,5.4,,0,78,211,166,17,10289,10761
2007,OH,954,41.535,-82.89,4,23.4,24.1,0.6,7.8,,0,10,496,199,731,5267,6704
2017,OH,972,41.5521,-82.7922,4,23.9,23.9,1.2,9.5,,0,38,0,4,4,4267,4313
2017,OH,967,41.5575,-82.7975,4,24,24,1.2,9.4,,0,17610,6,4,76,3918,21613
2014,OH,990,41.453,-82.642,3.8,22.8,23.2,1.2,8.6,,0,8162,0,25,25,6206,14418
2019,OH,979,41.4803,-82.7351,3.7,25.2,25.2,0.6,7,,0,337,0,4,35,6960,7336
2017,OH,984,41.4884,-82.6745,3.7,22.2,22.6,1.5,4.8,,0,282,0,0,25,9022,9329
2015,OH,972,41.5513,-82.7893,3.7,23.8,24.2,1.2,6.8,,0,97,0,30,47,3609,3783
2018,OH,972,41.5516,-82.7924,3.7,23.3,24.6,1.2,5.9,,0,711,0,12,81,14780,15583
2012,OH,961,41.5633,-82.8583,3.7,22.6,23.7,1.5,5.4,,0,265,25,83,191,19906,20470
2014,OH,984,41.4892,-82.6752,3.6,22.6,23.2,1.5,8.3,,0,3363,120,8,8,5747,9245
2011,OH,984,41.4933,-82.6783,3.5,24.3,26.4,1.2,9.4,,0,399,182,0,5,445,1032
2016,OH,972,41.552,-82.7918,3.5,25,25.2,0.9,7.8,,0,19,0,28,16,3326,3388
2007,OH,967,41.5567,-82.7983,3.5,23.3,23.9,0.9,,,0,214,71,69,94,4746,5194
2008,OH,984,41.485,-82.6717,3.4,23.2,23.2,1,9,,0,2120,0,4,22,681,2827
2007,OH,984,41.485,-82.6717,3.4,22.5,22.6,0.6,,,0,1442,50,50,486,14265,16292
2016,OH,984,41.489,-82.6751,3.4,23.5,23.7,1.8,8.7,,0,38,0,0,0,39667,39704
2009,OH,984,41.4917,-82.67,3.4,23.2,23.3,1.5,7.1,,0,3146,293,0,0,66,3505
2011,OH,972,41.5517,-82.79,3.4,23.8,23.9,1.2,7.4,,0,97,0,0,77,377,551
2008,OH,967,41.5567,-82.7983,3.4,23.6,24.4,1,8.8,,0,236,0,288,167,3140,3831
2013,OH,972,41.5517,-82.7917,3.2,22.2,22.4,1.2,7.2,,4,32130,18,32,48,4896,37128
2012,OH,984,41.4883,-82.675,3.2,23.5,23.5,1.2,6.8,,0,548,2074,28,7,7304,9961
2013,OH,984,41.4883,-82.675,3.2,22.3,23.4,0.9,5,,0,3899,1291,27,7,12858,18081
2006,OH,984,41.4933,-82.6783,3.2,23.8,23.9,0.9,8.7,,0,147,130,50,54,4399,4780
2007,OH,984,41.4933,-82.6783,3.2,22.8,22.8,1,,,0,274,42,12,32,20326,20686
2008,OH,990,41.455,-82.6417,3.1,23.6,23.6,1,9.8,,0,0,0,0,192,3588,3780
2016,OH,967,41.5562,-82.7974,3.1,25,25.2,1.5,7.6,,0,128,0,179,4,8584,8894
2016,OH,961,41.5565,-82.8621,3.1,25.1,25.1,1.2,8.1,,0,9,12,88,104,3032,3245
2012,OH,967,41.5567,-82.7967,3.1,23.7,25,1.5,5.4,,0,285,0,66,4,2188,2543
2011,OH,967,41.5567,-82.7967,3.1,23.8,23.9,1.5,7.4,,0,0,0,0,117,42,159
2018,OH,967,41.5572,-82.7981,3.1,23.3,24.5,0.9,6.9,,0,906,56,108,29,11801,12899
2015,OH,961,41.5633,-82.8583,3.1,24.9,25,0.6,7.6,,0,3486,0,92,128,1229,4935
2013,OH,979,41.48,-82.735,3,23.1,23,0.6,5.4,,4,2604,390,0,0,6549,9547
2006,OH,967,41.5567,-82.7983,2.8,24.1,25.5,1.2,11.3,,0,0,0,30,4,1844,1878
2013,OH,967,41.5567,-82.7967,2.5,22.3,22.5,0.9,8.3,,0,137,0,0,4,3031,3171
2018,OH,979,41.4813,-82.7359,2.4,23,23,0.3,8.1,,0,1166,63,8,29,4866,6132
2019,OH,984,41.4891,-82.6814,2.4,24.3,24.2,1.2,6.4,,0,211,0,0,179,10579,10969
2018,OH,984,41.4894,-82.6763,2.4,23.2,23.2,0.9,8.9,,0,619,0,4,39,15941,16602
2015,OH,979,41.4802,-82.735,2.3,25.4,25.4,0.6,7.8,,0,9353,0,0,0,6448,15801
2009,OH,979,41.47,-82.7433,2.2,25.9,25.9,0.6,7.7,,0,14632,213,0,69,6462,21376
2011,OH,979,41.48,-82.7333,2.2,24,24,0.3,7.5,,0,11977,175,0,0,5888,18041
2009,OH,984,41.4833,-82.6733,2.2,23.2,23.3,1.5,6.7,,0,321,472,0,8,371,1172
2007,OH,979,41.4767,-82.74,2.1,24.1,21.3,0.4,,,0,1743,0,4,0,7914,9661
2017,OH,979,41.4809,-82.7337,2.1,23.8,23.8,0.6,7.8,,0,3501,0,7,335,2835,6678
2016,OH,979,41.4811,-82.7365,2,23.2,23.2,0.4,7.2,,0,595,6,0,0,3548,4149
2010,OH,979,41.4733,-82.7433,1.9,25.2,25.2,0.3,7.6,,0,1071,0,0,15,7084,8170
2006,OH,979,41.4767,-82.74,1.9,23.8,23.8,0.3,7.6,,0,3808,3751,0,45,2268,9872
2008,OH,979,41.4767,-82.74,1.8,23.4,23.4,0.4,9.1,,0,89,0,0,5,14251,14345
2015,OH,984,41.4882,-82.6793,1.8,23.7,23.8,0.6,6.5,,0,16982,19,12,4,14877,31894
2016,OH,984,41.4905,-82.6804,1.8,23.4,23.6,1.2,9.3,,0,27,6,19,8,9827,9887
2014,OH,984,41.4882,-82.6793,1.7,22.7,23.9,1.2,9.5,,0,3529,639,4,12,3692,7876
2012,OH,979,41.48,-82.735,1.6,22.3,22.3,0.3,8.9,,0,2561,391,0,0,4599,7550
2017,OH,984,41.4896,-82.6809,1.5,21.9,21.8,1.2,5,,0,1020,0,0,42,16869,17931
2011,OH,984,41.49,-82.68,1.5,25.3,26,0.6,10.2,,0,2604,81,49,9,1417,4160
2012,OH,984,41.49,-82.68,1.4,23.6,23.6,0.6,8.1,,0,1619,745,4,0,1280,3648
2013,OH,984,41.49,-82.68,1.2,22.5,22.7,0.6,3.8,,4,73132,0,13,0,2520,75670
2018,OH,984,41.4885,-82.6812,1.2,22.9,22.9,1.8,9.4,,0,2656,0,37,0,10905,13599
