year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,DISCHARGE,AREA,PERIMETER
2006,ON,67,10.9,24.6,24.7,1.5,8.1,NA,0,0,4,12,68,1936,2020,Pidgeon Bay,290988370.2,91099.594
2006,ON,42,10.8,24.7,24.7,1.4,6.8,NA,0,12,4,8,66,803,894,Pidgeon Bay,290988370.2,91099.594
2006,ON,66,10.8,24.7,24.7,1.5,7.4,NA,0,8,120,16,44,370,558,Pidgeon Bay,290988370.2,91099.594
2006,ON,92,10.7,24.1,24.2,2,7.1,NA,0,44,68,0,303,108,522,Pidgeon Bay,290988370.2,91099.594
2006,ON,99,10,24.8,24.5,1.5,9,NA,0,0,7,4,136,93,240,Pidgeon Bay,290988370.2,91099.594
2006,ON,49,9.1,24.4,24.4,1.6,8,NA,0,15,42,146,196,1790,2190,Pidgeon Bay,290988370.2,91099.594
2006,ON,91,9,23.3,24.6,1.8,6.6,NA,0,0,28,0,0,20,48,Pidgeon Bay,290988370.2,91099.594
2006,ON,56,7.6,24.5,24.9,1.5,7,NA,4,5953,100,96,15,4410,10578,Pidgeon Bay,290988370.2,91099.594
2006,ON,19,7.5,24.5,24.5,1.3,6.7,NA,0,81,511,63,63,2671,3388,Pidgeon Bay,290988370.2,91099.594
2006,OH,958,8.5,24.6,25.1,2.1,8,NA,0,20,413,0,371,14725,15530,Maumee R.,915615454.3,336325.905
2006,OH,943,8.2,24.5,25.2,1.5,8.2,NA,0,214,710,0,250,8674,9848,Maumee R.,915615454.3,336325.905
2006,OH,943,7.3,24.5,25.2,1.8,8.4,NA,0,3591,68,224,374,639,4896,Maumee R.,915615454.3,336325.905
2006,OH,952,6.7,24.2,25.1,1.5,7.3,NA,0,51,6,43,504,2399,3003,Maumee R.,915615454.3,336325.905
2006,OH,888,6.7,24.1,26.7,0.9,6.7,NA,0,47,382,712,83,3400,4625,Maumee R.,915615454.3,336325.905
2006,OH,873,5.8,23.7,27,0.9,5.3,NA,0,0,0,586,63,5133,5782,Maumee R.,915615454.3,336325.905
2006,OH,890,5.5,23.9,27.3,0.9,7.1,NA,0,0,12,180,0,1398,1590,Maumee R.,915615454.3,336325.905
2006,OH,874,4.9,23.8,25.8,0.6,5,NA,0,0,0,0,216,53,269,Maumee R.,915615454.3,336325.905
2006,OH,996,9.2,24.2,24.4,1.2,8.4,NA,0,0,87,0,63,521,672,Sandusky R.,252583059.7,199050.171
2006,OH,989,6.1,24,24.21,1.2,9.1,NA,0,410,991,8,81,497,1987,Sandusky R.,252583059.7,199050.171
2006,OH,990,4.3,23.9,24,1.1,9.1,NA,0,214,103,4,212,910,1444,Sandusky R.,252583059.7,199050.171
2006,OH,984,3.2,23.8,23.9,0.9,8.7,NA,0,147,130,50,54,4399,4780,Sandusky R.,252583059.7,199050.171
2006,OH,979,1.9,23.8,23.8,0.3,7.6,NA,0,3808,3751,0,45,2268,9872,Sandusky R.,252583059.7,199050.171
2006,OH,992,12.5,24.1,24.7,2.1,9,NA,0,10,0,4,748,920,1681,Central Basin,650277990.9,179233.111
2006,ON,98,12.5,23.6,23.7,2.8,6,NA,0,0,0,0,26,130,156,Central Basin,650277990.9,179233.111
2006,OH,994,12.2,24,24.2,1.8,8.4,NA,0,0,0,0,288,998,1286,Central Basin,650277990.9,179233.111
2006,ON,98,11.7,23.8,24.7,3.5,7,NA,0,0,0,0,61,2155,2217,Central Basin,650277990.9,179233.111
2006,ON,101,11.7,24,24.1,3,7.2,NA,0,0,0,0,761,211,972,Central Basin,650277990.9,179233.111
2006,OH,987,11.6,24.1,25,2.1,8.8,NA,0,11,0,0,216,485,712,Central Basin,650277990.9,179233.111
2006,OH,986,11.6,24.1,24.9,2.7,8.8,NA,0,9,0,0,284,381,675,Central Basin,650277990.9,179233.111
2006,ON,97,11.3,23.5,23.6,2.7,7.7,NA,0,0,104,0,8,52,163,Central Basin,650277990.9,179233.111
2006,ON,104,11.2,23.8,24.5,3.5,6.8,NA,0,4,42,0,0,507,553,Central Basin,650277990.9,179233.111
2006,ON,77,11.2,24,24.8,2.2,7.6,NA,0,0,8,0,234,142,384,Central Basin,650277990.9,179233.111
2006,ON,63,10.6,24.2,24.2,2.1,7.3,NA,0,12,0,0,823,7715,8551,Central Basin,650277990.9,179233.111
2006,ON,64,10.5,24.3,24.5,2,8.4,NA,0,0,0,0,96,181,277,Central Basin,650277990.9,179233.111
2006,ON,102,10.3,23.9,24.2,4,6.6,NA,0,0,0,0,1575,634,2209,Central Basin,650277990.9,179233.111
2006,ON,87,9.4,24,24.2,3.1,7.2,NA,0,0,3,0,1058,538,1600,Central Basin,650277990.9,179233.111
2006,ON,31,11.1,24.3,24.4,1.8,8,NA,0,4,0,69,434,1256,1763,Detroit R.,1066406006,353171.391
2006,ON,21,9.1,24.2,24.3,3.1,7.8,NA,0,37,0,91,2453,4439,7020,Detroit R.,1066406006,353171.391
2006,ON,20,9,24.3,24.4,2.7,7.6,NA,0,4,54,31,2708,3012,5808,Detroit R.,1066406006,353171.391
2006,OH,918,8.8,23.8,23.8,2.4,8.3,NA,0,0,0,133,350,2663,3146,Detroit R.,1066406006,353171.391
2006,ON,11,8.6,23.8,23.8,1.7,8.1,NA,7,0,0,0,1647,3294,4948,Detroit R.,1066406006,353171.391
2006,OH,905,8.5,23.7,23.9,1.5,7.7,NA,0,9,30,1848,420,4529,6837,Detroit R.,1066406006,353171.391
2006,OH,911,8.5,23.6,24.1,1.8,7.9,NA,0,0,813,3680,992,3374,8860,Detroit R.,1066406006,353171.391
2006,OH,8,7.9,23.5,24.1,1.3,7.9,NA,0,0,23,1180,880,2439,4523,Detroit R.,1066406006,353171.391
2006,OH,896,7.9,23.7,24.3,1.5,7.9,NA,0,0,0,2692,497,2144,5333,Detroit R.,1066406006,353171.391
2006,ON,35,7.8,24.5,24.5,2.1,8.1,NA,0,0,4,0,19,111,134,Detroit R.,1066406006,353171.391
2006,ON,6,7.2,23.5,23.6,1.5,7.8,NA,0,0,0,478,2661,510,3649,Detroit R.,1066406006,353171.391
2006,OH,898,7,24.1,25.2,2.4,7.4,NA,0,0,6,276,123,896,1302,Detroit R.,1066406006,353171.391
2006,OH,886,6.7,23.9,24.6,1.8,6.7,NA,0,0,0,478,175,6593,7246,Detroit R.,1066406006,353171.391
2006,OH,879,6.4,24.1,25.1,1.8,7.4,NA,0,0,0,40,58,364,462,Detroit R.,1066406006,353171.391
2006,ON,9,6,23.9,23.9,1.5,8.3,NA,0,0,83,137,414,480,1113,Detroit R.,1066406006,353171.391
2006,ON,59,11.5,24.6,25.1,2,5.8,NA,0,7,486,4,26,675,1198,Islands,545194199.1,185163.385
2006,ON,51,11.4,24.4,24.5,1.8,7.3,NA,0,0,4,4,633,1370,2012,Islands,545194199.1,185163.385
2006,ON,60,11.1,24.3,25.1,2.1,7.8,NA,0,12,462,4,155,4745,5378,Islands,545194199.1,185163.385
2006,ON,33,10.3,24.7,24.9,1.5,6.9,NA,0,12,0,4,761,7153,7929,Islands,545194199.1,185163.385
2006,ON,61,10.2,24.4,25,2.5,8.1,NA,0,8,0,16,199,8246,8469,Islands,545194199.1,185163.385
2006,ON,45,10.2,24.6,24.7,1.8,8.1,NA,0,45,0,0,52,11599,11696,Islands,545194199.1,185163.385
2006,ON,45,10.2,24.7,24.8,2.1,5.2,NA,0,8,0,0,100,6111,6219,Islands,545194199.1,185163.385
2006,OH,975,9.5,24.3,24.9,2.1,8.9,NA,0,9,6,4,988,4253,5261,Islands,545194199.1,185163.385
2006,ON,54,9.4,24.3,24.8,2.2,7.8,NA,0,0,0,12,177,1375,1563,Islands,545194199.1,185163.385
2006,OH,34,9.2,24.9,25.2,1.8,8.6,NA,0,3020,103,30,536,4123,7813,Islands,545194199.1,185163.385
2006,OH,969,8.8,24.5,24.9,2.1,8.7,NA,0,106,7,0,866,1134,2113,Islands,545194199.1,185163.385
2006,ON,54,8.3,24.4,24.6,2,7.8,NA,0,8,238,0,250,57111,57607,Islands,545194199.1,185163.385
2006,OH,972,7.2,24.1,24.6,1.8,8.8,NA,0,0,7,0,108,1584,1699,Islands,545194199.1,185163.385
2006,OH,972,4.3,23.9,25.4,1.5,9.4,NA,0,0,0,66,46,2074,2186,Islands,545194199.1,185163.385
2006,OH,967,2.8,24.1,25.5,1.2,11.3,NA,0,0,0,30,4,1844,1878,Islands,545194199.1,185163.385
2007,ON,42,11,24.9,24.9,2,8,NA,0,38,569,54,165,4337,5163,Pidgeon Bay,290988370.2,91099.594
2007,ON,67,10.7,25.1,25.1,2,8.1,NA,0,43,13,26,108,9448,9637,Pidgeon Bay,290988370.2,91099.594
2007,ON,75,10.1,24.9,24.9,1.8,7.9,NA,0,149,17,0,8,7562,7736,Pidgeon Bay,290988370.2,91099.594
2007,ON,92,10,23.4,23.4,1.8,8.8,NA,0,818,711,4,223,6361,8117,Pidgeon Bay,290988370.2,91099.594
2007,ON,66,10,25,25,1.8,8.1,NA,0,45,19,63,178,5894,6198,Pidgeon Bay,290988370.2,91099.594
2007,ON,49,8.7,22.9,22.9,2,8.1,NA,0,711,31,342,65,16134,17283,Pidgeon Bay,290988370.2,91099.594
2007,ON,91,8,22.4,25.5,1.6,9,NA,0,0,0,0,0,41,41,Pidgeon Bay,290988370.2,91099.594
2007,ON,82,8,23.8,23.9,1.5,9,NA,0,2155,430,8,8,2992,5593,Pidgeon Bay,290988370.2,91099.594
2007,ON,65,7.5,24.7,24.7,1.3,8,NA,0,885,25,695,33,3885,5523,Pidgeon Bay,290988370.2,91099.594
2007,ON,99,4.5,24.8,25.2,1.6,9,NA,0,394,40,0,0,16019,16453,Pidgeon Bay,290988370.2,91099.594
2007,OH,958,8.8,23.6,24,1.5,7.7,NA,0,213,141,0,157,13731,14242,Maumee R.,915615454.3,336325.905
2007,OH,943,7.9,23.4,25.2,1.5,7.6,NA,0,20,26,0,329,17769,18143,Maumee R.,915615454.3,336325.905
2007,OH,943,7.6,23.4,25.5,1.2,7.6,NA,0,10,516,173,527,28292,29519,Maumee R.,915615454.3,336325.905
2007,OH,952,7,23.4,25.2,0.9,7.9,NA,0,0,1829,0,199,4526,6554,Maumee R.,915615454.3,336325.905
2007,OH,888,6.7,23.1,26.2,0.6,5.3,NA,0,20,37,216,659,1804,2736,Maumee R.,915615454.3,336325.905
2007,OH,890,5.5,23.9,24.3,0.9,8.3,NA,0,304,590,1387,452,2840,5573,Maumee R.,915615454.3,336325.905
2007,OH,873,5.5,23.5,25.2,0.6,4.7,NA,0,18,11,93,52,251,424,Maumee R.,915615454.3,336325.905
2007,OH,874,4.6,23.7,27.3,0.6,5.4,NA,0,35,22,160,96,651,965,Maumee R.,915615454.3,336325.905
2007,OH,954,4,23.4,24.1,0.6,7.8,NA,0,10,496,199,731,5267,6704,Maumee R.,915615454.3,336325.905
2007,OH,996,9.8,23,23.1,0.9,NA,NA,0,0,161,0,383,1884,2429,Sandusky R.,252583059.7,199050.171
2007,OH,996,7.3,22.8,23,1.5,NA,NA,0,39,763,0,155,5230,6188,Sandusky R.,252583059.7,199050.171
2007,OH,989,6.1,22.9,23.1,1.2,NA,NA,4,62,122,30,88,2676,2981,Sandusky R.,252583059.7,199050.171
2007,OH,984,3.4,22.5,22.6,0.6,NA,NA,0,1442,50,50,486,14265,16292,Sandusky R.,252583059.7,199050.171
2007,OH,984,3.2,22.8,22.8,1,NA,NA,0,274,42,12,32,20326,20686,Sandusky R.,252583059.7,199050.171
2007,OH,979,2.1,24.1,21.3,0.4,NA,NA,0,1743,0,4,0,7914,9661,Sandusky R.,252583059.7,199050.171
2007,ON,98,12.5,24.3,24.5,3,7.9,NA,0,4,70,0,25,9916,10016,Central Basin,650277990.9,179233.111
2007,OH,994,12.2,23.2,23.4,1.8,NA,NA,0,73,63,0,170,1614,1920,Central Basin,650277990.9,179233.111
2007,OH,992,12.2,22.7,23.1,1.5,NA,NA,0,0,6,0,35,1580,1621,Central Basin,650277990.9,179233.111
2007,OH,986,12.2,23.1,23.2,1.8,NA,NA,0,0,207,0,103,1498,1807,Central Basin,650277990.9,179233.111
2007,ON,90,11.8,22.6,23.8,1.5,8.2,NA,0,0,410,0,339,219,968,Central Basin,650277990.9,179233.111
2007,ON,101,11.8,22.8,23.1,2,8.2,NA,0,12,534,0,255,2155,2956,Central Basin,650277990.9,179233.111
