year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,strata,DISCHARGE,AREA,PERIMETER
2008,ON,95,10.5,20.9,22.3,3.5,7.2,NA,0,0,0,0,1030,174,1204,3,Central Basin,650277990.9,179233.111
2008,OH,986,11.6,22.6,22.7,1.2,8.3,NA,0,0,6,4,569,629,1209,3,Central Basin,650277990.9,179233.111
2011,ON,98,12,23.5,23.7,1.8,8,NA,0,0,642,0,85,538,1265,3,Central Basin,650277990.9,179233.111
2006,OH,994,12.2,24,24.2,1.8,8.4,NA,0,0,0,0,288,998,1286,3,Central Basin,650277990.9,179233.111
2012,ON,97,11.3,22.9,24.4,2.4,6.1,6.6,0,108,75,4,4,1101,1291,3,Central Basin,650277990.9,179233.111
2009,ON,98,12.4,22.8,23.4,2.2,7.1,NA,0,0,0,0,43,1273,1316,3,Central Basin,650277990.9,179233.111
2007,ON,104,11.3,21.6,23.5,1.5,7.3,NA,0,0,0,0,297,1039,1335,3,Central Basin,650277990.9,179233.111
2014,ON,98,12.4,22.9,22.9,2.5,9.6,9.5,0,0,0,0,42,1314,1356,3,Central Basin,650277990.9,179233.111
2015,ON,97,11.5,21.7,24.7,1.6,5.4,7.9,0,4,26,0,78,1309,1417,3,Central Basin,650277990.9,179233.111
2006,ON,87,9.4,24,24.2,3.1,7.2,NA,0,0,3,0,1058,538,1600,3,Central Basin,650277990.9,179233.111
2007,OH,992,12.2,22.7,23.1,1.5,NA,NA,0,0,6,0,35,1580,1621,3,Central Basin,650277990.9,179233.111
2017,ON,64,10.8,23.5,23.7,1.3,6.3,7.8,0,0,0,0,1354,327,1681,3,Central Basin,650277990.9,179233.111
2006,OH,992,12.5,24.1,24.7,2.1,9,NA,0,10,0,4,748,920,1681,3,Central Basin,650277990.9,179233.111
2007,OH,986,12.2,23.1,23.2,1.8,NA,NA,0,0,207,0,103,1498,1807,3,Central Basin,650277990.9,179233.111
2018,ON,101,12.4,19.8,24.9,1.5,4.3,4.8,0,0,0,0,23,1790,1813,3,Central Basin,650277990.9,179233.111
2014,OH,992,12.5,22.2,22.8,2.1,7.9,NA,0,29,0,0,108,1684,1821,3,Central Basin,650277990.9,179233.111
2018,OH,986,12.2,23.9,24.1,1.5,7.7,NA,0,9,0,0,84,1730,1823,3,Central Basin,650277990.9,179233.111
2013,ON,63,10.9,22.1,22.5,2.6,7.7,8.3,4,61,1058,0,154,613,1889,3,Central Basin,650277990.9,179233.111
2014,OH,994,12.2,22.1,23.2,1.8,7.9,NA,0,0,6,0,194,1710,1910,3,Central Basin,650277990.9,179233.111
2008,OH,992,12.2,22.3,22.3,0.9,8.1,NA,0,0,0,0,1091,821,1911,3,Central Basin,650277990.9,179233.111
2007,OH,994,12.2,23.2,23.4,1.8,NA,NA,0,73,63,0,170,1614,1920,3,Central Basin,650277990.9,179233.111
2013,OH,987,11.9,21.8,22.9,2.1,5.3,NA,0,0,310,0,582,1045,1937,3,Central Basin,650277990.9,179233.111
2008,ON,77,11.1,22.8,22.8,2.3,8.3,NA,0,0,0,0,97,1846,1943,3,Central Basin,650277990.9,179233.111
2008,ON,97,11.2,22.3,22.7,2.5,7.8,NA,0,8,0,0,1088,857,1952,3,Central Basin,650277990.9,179233.111
2006,ON,102,10.3,23.9,24.2,4,6.6,NA,0,0,0,0,1575,634,2209,3,Central Basin,650277990.9,179233.111
2006,ON,98,11.7,23.8,24.7,3.5,7,NA,0,0,0,0,61,2155,2217,3,Central Basin,650277990.9,179233.111
2015,ON,63,11,23.8,24.2,2,7.8,8.2,0,0,0,0,65,2155,2220,3,Central Basin,650277990.9,179233.111
2009,ON,64,10.4,24.6,24.6,2.1,7.4,NA,0,4,4,0,442,1840,2290,3,Central Basin,650277990.9,179233.111
2014,OH,987,11.9,22.4,22.6,2.4,8.5,NA,0,0,0,0,71,2264,2335,3,Central Basin,650277990.9,179233.111
2011,OH,987,11.9,24.1,24.3,1.8,7.4,NA,0,308,13,0,13,2017,2352,3,Central Basin,650277990.9,179233.111
2007,ON,87,9.1,24.8,24.9,3.1,8.6,NA,0,0,0,0,255,2131,2386,3,Central Basin,650277990.9,179233.111
2019,ON,63,11.5,24.3,24.5,1.9,7.4,7.6,0,0,0,0,68,2370,2438,3,Central Basin,650277990.9,179233.111
2018,OH,992,12.5,23.9,24,2.1,7.9,NA,0,9,0,0,19,2437,2465,3,Central Basin,650277990.9,179233.111
2015,ON,95,10.8,23.4,25.6,2.1,7.2,7.9,0,0,0,0,246,2224,2470,3,Central Basin,650277990.9,179233.111
2018,ON,97,11.8,24.8,24.9,2,8.2,8.4,0,0,0,0,7,2474,2481,3,Central Basin,650277990.9,179233.111
2017,ON,98,12.4,22.7,23.6,2.3,6,6.3,0,18,4,0,86,2409,2517,3,Central Basin,650277990.9,179233.111
2007,ON,97,11.3,24.3,24.4,2,8.3,NA,0,0,54,4,534,1936,2528,3,Central Basin,650277990.9,179233.111
2017,ON,101,12.2,19.7,22,1.5,6.7,6.7,0,0,0,0,1990,610,2599,3,Central Basin,650277990.9,179233.111
2007,ON,64,10,22.8,23,2,7.5,NA,0,15,653,0,77,1867,2612,3,Central Basin,650277990.9,179233.111
2018,ON,77,11.5,24.9,25.4,1.2,7.8,7.7,0,7,3,0,1180,1607,2797,3,Central Basin,650277990.9,179233.111
2017,ON,97,11.7,23.3,23.5,1.5,8.1,8.3,0,0,0,4,519,2355,2877,3,Central Basin,650277990.9,179233.111
2015,ON,97,11.4,21.9,23.4,1.2,9.5,9.9,0,0,0,0,516,2384,2901,3,Central Basin,650277990.9,179233.111
2007,ON,101,11.8,22.8,23.1,2,8.2,NA,0,12,534,0,255,2155,2956,3,Central Basin,650277990.9,179233.111
2007,ON,95,10.4,21.9,23.4,2,6.6,NA,0,28,255,0,932,1753,2968,3,Central Basin,650277990.9,179233.111
2013,ON,98,12,22.2,23.5,2.6,6.5,6.2,8,8,92,4,188,2670,2969,3,Central Basin,650277990.9,179233.111
2015,OH,986,11.9,23.3,24.2,1.8,7,NA,0,9,0,20,474,2480,2983,3,Central Basin,650277990.9,179233.111
2018,ON,97,11.6,24.2,24.4,2,8.5,8.6,0,0,0,0,19,3039,3058,3,Central Basin,650277990.9,179233.111
2017,OH,986,12.2,23.2,23.5,1.5,6.6,NA,0,0,0,12,301,2753,3066,3,Central Basin,650277990.9,179233.111
2015,OH,992,13.1,23.2,24.4,1.8,6.1,NA,0,39,0,8,410,2706,3164,3,Central Basin,650277990.9,179233.111
2013,ON,98,12.7,22.5,23,1.7,7.4,8,29,79,61,0,298,2793,3259,3,Central Basin,650277990.9,179233.111
2018,OH,987,12.5,23.8,23.8,2,7.7,NA,0,9,0,0,53,3240,3302,3,Central Basin,650277990.9,179233.111
2007,OH,987,11.6,23.3,23.3,1.5,NA,NA,0,0,109,4,284,2921,3318,3,Central Basin,650277990.9,179233.111
2018,ON,98,12.7,24.2,24.5,2.5,8.4,8.5,0,0,0,0,22,3514,3535,3,Central Basin,650277990.9,179233.111
2010,OH,952,6.7,25.6,26.2,0.9,7.8,NA,0,47,0,4,75,3661,3787,3,Central Basin,650277990.9,179233.111
2017,OH,992,12.8,22.5,23.4,2.1,3.6,NA,0,219,0,4,224,3387,3833,3,Central Basin,650277990.9,179233.111
2014,ON,98,11.8,22.2,23,2.2,8.6,9.3,0,0,124,8,2813,956,3901,3,Central Basin,650277990.9,179233.111
2012,OH,987,11.6,23.6,25,2.4,4.5,NA,0,59,248,0,114,3570,3992,3,Central Basin,650277990.9,179233.111
2008,ON,101,11.8,21.7,22.4,3.5,7,NA,0,0,0,0,3899,154,4053,3,Central Basin,650277990.9,179233.111
2014,ON,104,11.2,21.9,23.1,2,9.6,9.4,0,8,0,0,1038,3008,4054,3,Central Basin,650277990.9,179233.111
2018,ON,90,17.2,24.8,24.9,2,8.1,8.1,0,0,0,0,24,4055,4079,3,Central Basin,650277990.9,179233.111
2012,OH,992,12.2,23.6,24.5,2.7,4.8,NA,0,20,112,0,45,3944,4120,3,Central Basin,650277990.9,179233.111
2008,ON,90,11.8,22.5,22.9,3,7.9,NA,0,0,7,0,272,3951,4231,3,Central Basin,650277990.9,179233.111
2017,ON,97,11.5,22.9,23.7,2.1,6.7,5.9,4,46,0,138,1279,2912,4379,3,Central Basin,650277990.9,179233.111
2017,ON,87,9.4,23.2,23.9,3.1,7.5,7.9,4,0,0,2081,297,2040,4421,3,Central Basin,650277990.9,179233.111
2016,OH,986,11.9,24.1,24.1,2.4,8,NA,0,0,0,0,19,4420,4440,3,Central Basin,650277990.9,179233.111
2018,ON,63,11.2,24.7,25.7,1.5,6.6,6.8,0,3,0,0,142,4788,4934,3,Central Basin,650277990.9,179233.111
2013,ON,104,11.5,21.3,23.3,2.5,6.8,7.2,11,18,36,7,1280,3693,5045,3,Central Basin,650277990.9,179233.111
2013,OH,992,12.5,21.8,23.1,2.7,4.9,NA,0,161,956,0,199,3791,5107,3,Central Basin,650277990.9,179233.111
2018,ON,95,9.9,24.8,25.8,1.5,6.3,8,0,3,0,0,397,4884,5284,3,Central Basin,650277990.9,179233.111
2015,OH,987,12.2,23.5,24.7,1.5,6.6,NA,0,104,24,0,546,4898,5572,3,Central Basin,650277990.9,179233.111
2015,ON,98,12.6,21.7,24.1,2.1,8.6,NA,0,8,0,4,50,5709,5771,3,Central Basin,650277990.9,179233.111
2012,ON,90,11.8,23.5,23.6,2.3,7.9,8,0,67,100,7,63,5671,5908,3,Central Basin,650277990.9,179233.111
2008,ON,97,11.4,22.4,23.1,4,7.5,NA,0,0,0,0,33,6090,6124,3,Central Basin,650277990.9,179233.111
2015,OH,994,12.5,23.5,24.6,1.2,5.3,NA,0,954,0,0,456,4881,6291,3,Central Basin,650277990.9,179233.111
2015,ON,87,9.5,22.2,23.4,1,9.9,9.8,0,4,0,0,3127,3238,6369,3,Central Basin,650277990.9,179233.111
2012,ON,77,11,23.7,23.7,1.9,8.4,8.8,0,4,0,36,29,6880,6948,3,Central Basin,650277990.9,179233.111
2008,ON,64,10.4,23.1,23.1,2,7.9,NA,0,0,0,0,260,7214,7474,3,Central Basin,650277990.9,179233.111
2017,ON,98,12.1,23.4,23.6,2,7.8,8,0,15,0,0,2547,5036,7598,3,Central Basin,650277990.9,179233.111
2006,ON,63,10.6,24.2,24.2,2.1,7.3,NA,0,12,0,0,823,7715,8551,3,Central Basin,650277990.9,179233.111
2014,ON,63,11,23.1,23.2,3.8,7.6,7.7,0,0,0,0,299,8928,9226,3,Central Basin,650277990.9,179233.111
2012,OH,994,11.9,23.5,24.3,2.1,4.8,NA,0,285,192,0,79,8884,9439,3,Central Basin,650277990.9,179233.111
2007,ON,63,10.4,25.3,25.3,2.5,7.9,NA,0,616,148,4,252,8620,9640,3,Central Basin,650277990.9,179233.111
2007,ON,98,12.5,24.3,24.5,3,7.9,NA,0,4,70,0,25,9916,10016,3,Central Basin,650277990.9,179233.111
2007,ON,77,11,24.4,22.9,2,7.1,NA,0,811,745,4,31,9584,11175,3,Central Basin,650277990.9,179233.111
2009,ON,63,10.8,23.3,24.7,1.9,6.3,NA,0,0,4,0,459,11025,11488,3,Central Basin,650277990.9,179233.111
2009,OH,994,12.5,22.7,25.1,3.4,4.2,NA,0,20,123,0,11098,5657,16899,3,Central Basin,650277990.9,179233.111
2009,OH,986,11.9,22.4,25.4,2.7,3.6,NA,0,98,1793,0,3059,16598,21548,3,Central Basin,650277990.9,179233.111
2009,OH,987,11.9,22.5,25.7,0.9,5.9,NA,0,23,103,0,24575,1595,26295,3,Central Basin,650277990.9,179233.111
